recommendation_rule_id,skin_type,acne_level_0_5,dryness_level_0_5,oiliness_level_0_5,sensitivity_level_0_5,recommended_cleanser,recommended_moisturizer,recommended_serum,recommended_spf,recommended_treatment,source_datasets
REC0000425,dry,0,1,2,1,ultra gentle cleanser,rich cream moisturizer,retinol serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000426,dry,0,1,2,2,ultra gentle cleanser,light lotion moisturizer,retinol serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000427,dry,0,1,2,3,salicylic acid cleanser,ceramide moisturizer,vitamin c serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000428,dry,0,1,3,0,gentle foam cleanser,ceramide moisturizer,hyaluronic acid serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000429,dry,0,1,3,0,salicylic acid cleanser,rich cream moisturizer,vitamin c serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000430,dry,0,1,3,4,milk cleanser,light lotion moisturizer,retinol serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000431,dry,0,1,4,0,milk cleanser,light lotion moisturizer,hyaluronic acid serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000432,dry,0,1,5,4,gentle foam cleanser,rich cream moisturizer,centella serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000433,dry,0,1,5,4,ultra gentle cleanser,light lotion moisturizer,niacinamide serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000434,dry,0,2,0,1,milk cleanser,soothing moisturizer,peptide serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000435,dry,0,2,0,3,hydrating cleanser,rich cream moisturizer,retinol serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000436,dry,0,2,1,0,hydrating cleanser,light lotion moisturizer,vitamin c serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000437,dry,0,2,1,1,hydrating cleanser,light lotion moisturizer,retinol serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000438,dry,0,2,1,5,ultra gentle cleanser,soothing moisturizer,hyaluronic acid serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000439,dry,0,2,4,3,salicylic acid cleanser,ceramide moisturizer,retinol serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000440,dry,0,2,4,4,salicylic acid cleanser,oil free gel moisturizer,retinol serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000441,dry,0,2,4,4,salicylic acid cleanser,oil free gel moisturizer,retinol serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000442,dry,0,2,4,5,milk cleanser,rich cream moisturizer,niacinamide serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000443,dry,0,2,5,5,acne control cleanser,oil free gel moisturizer,vitamin c serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000444,dry,0,3,0,0,salicylic acid cleanser,ceramide moisturizer,peptide serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000445,dry,0,3,0,3,hydrating cleanser,light lotion moisturizer,niacinamide serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000446,dry,0,3,1,0,hydrating cleanser,soothing moisturizer,vitamin c serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000447,dry,0,3,1,1,hydrating cleanser,ceramide moisturizer,vitamin c serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000448,dry,0,3,1,2,hydrating cleanser,light lotion moisturizer,centella serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000449,dry,0,3,1,5,hydrating cleanser,ceramide moisturizer,hyaluronic acid serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000450,dry,0,3,1,5,milk cleanser,light lotion moisturizer,peptide serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000451,dry,0,3,2,3,milk cleanser,soothing moisturizer,niacinamide serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000452,dry,0,3,2,3,salicylic acid cleanser,ceramide moisturizer,vitamin c serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000453,dry,0,3,2,5,gentle foam cleanser,rich cream moisturizer,retinol serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000454,dry,0,3,2,5,gentle foam cleanser,soothing moisturizer,hyaluronic acid serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000455,dry,0,3,3,2,salicylic acid cleanser,oil free gel moisturizer,hyaluronic acid serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000456,dry,0,3,3,3,ultra gentle cleanser,light lotion moisturizer,niacinamide serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000457,dry,0,3,3,5,acne control cleanser,ceramide moisturizer,centella serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000458,dry,0,3,4,2,milk cleanser,ceramide moisturizer,niacinamide serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000459,dry,0,3,4,5,milk cleanser,ceramide moisturizer,niacinamide serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000460,dry,0,3,5,3,hydrating cleanser,rich cream moisturizer,peptide serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000461,dry,0,4,0,0,salicylic acid cleanser,soothing moisturizer,niacinamide serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000462,dry,0,4,0,2,gentle foam cleanser,rich cream moisturizer,centella serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000463,dry,0,4,0,2,milk cleanser,oil free gel moisturizer,peptide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000464,dry,0,4,1,3,salicylic acid cleanser,oil free gel moisturizer,niacinamide serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000465,dry,0,4,2,4,milk cleanser,ceramide moisturizer,centella serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000466,dry,0,4,3,1,gentle foam cleanser,light lotion moisturizer,niacinamide serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000467,dry,0,4,3,3,ultra gentle cleanser,oil free gel moisturizer,retinol serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000468,dry,0,4,3,3,ultra gentle cleanser,rich cream moisturizer,vitamin c serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000469,dry,0,4,4,4,hydrating cleanser,soothing moisturizer,peptide serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000470,dry,0,4,4,5,salicylic acid cleanser,soothing moisturizer,vitamin c serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000471,dry,0,4,5,4,ultra gentle cleanser,ceramide moisturizer,vitamin c serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000472,dry,0,5,1,0,gentle foam cleanser,rich cream moisturizer,centella serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000473,dry,0,5,1,1,acne control cleanser,soothing moisturizer,centella serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000474,dry,0,5,2,1,ultra gentle cleanser,oil free gel moisturizer,centella serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000475,dry,0,5,3,0,acne control cleanser,ceramide moisturizer,vitamin c serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000476,dry,0,5,3,0,ultra gentle cleanser,light lotion moisturizer,peptide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000477,dry,0,5,3,1,acne control cleanser,rich cream moisturizer,hyaluronic acid serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000478,dry,0,5,3,2,hydrating cleanser,light lotion moisturizer,centella serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000479,dry,0,5,4,1,hydrating cleanser,ceramide moisturizer,retinol serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000480,dry,0,5,5,0,ultra gentle cleanser,soothing moisturizer,centella serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000481,dry,0,5,5,1,hydrating cleanser,rich cream moisturizer,vitamin c serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000482,dry,0,5,5,3,ultra gentle cleanser,rich cream moisturizer,centella serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000483,dry,1,0,0,0,ultra gentle cleanser,rich cream moisturizer,hyaluronic acid serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000484,dry,1,0,0,1,acne control cleanser,light lotion moisturizer,centella serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000485,dry,1,0,0,2,salicylic acid cleanser,ceramide moisturizer,peptide serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000486,dry,1,0,0,4,salicylic acid cleanser,rich cream moisturizer,niacinamide serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000487,dry,1,0,1,4,gentle foam cleanser,oil free gel moisturizer,niacinamide serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000488,dry,1,0,1,5,acne control cleanser,soothing moisturizer,centella serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000489,dry,1,0,2,0,hydrating cleanser,ceramide moisturizer,hyaluronic acid serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000490,dry,1,0,3,0,hydrating cleanser,soothing moisturizer,hyaluronic acid serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000491,dry,1,0,3,2,ultra gentle cleanser,light lotion moisturizer,hyaluronic acid serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000492,dry,1,0,3,3,salicylic acid cleanser,soothing moisturizer,niacinamide serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000493,dry,1,0,3,4,hydrating cleanser,rich cream moisturizer,vitamin c serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000494,dry,1,0,3,4,ultra gentle cleanser,rich cream moisturizer,niacinamide serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000495,dry,1,0,3,5,salicylic acid cleanser,soothing moisturizer,centella serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000496,dry,1,0,4,2,salicylic acid cleanser,light lotion moisturizer,peptide serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000497,dry,1,0,4,3,hydrating cleanser,soothing moisturizer,centella serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000498,dry,1,0,4,4,acne control cleanser,oil free gel moisturizer,vitamin c serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000499,dry,1,0,5,4,hydrating cleanser,rich cream moisturizer,niacinamide serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000500,dry,1,0,5,5,acne control cleanser,light lotion moisturizer,niacinamide serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000501,dry,1,1,1,0,gentle foam cleanser,ceramide moisturizer,niacinamide serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000502,dry,1,1,1,2,acne control cleanser,ceramide moisturizer,peptide serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000503,dry,1,1,3,3,salicylic acid cleanser,soothing moisturizer,centella serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000504,dry,1,1,4,1,salicylic acid cleanser,light lotion moisturizer,centella serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000505,dry,1,1,4,5,acne control cleanser,rich cream moisturizer,retinol serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000506,dry,1,1,4,5,hydrating cleanser,ceramide moisturizer,centella serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000507,dry,1,1,5,2,milk cleanser,oil free gel moisturizer,peptide serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000508,dry,1,1,5,5,gentle foam cleanser,light lotion moisturizer,niacinamide serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
